Date Time;Expansion valve;Date Time;Current consumption C1
12/20/2018, 2:00:00 AM;281;12/20/2018, 2:00:00 AM;3.8
12/20/2018, 4:00:00 AM;279;12/20/2018, 4:00:00 AM;4
12/20/2018, 6:00:00 AM;298;12/20/2018, 6:00:00 AM;3.6
12/20/2018, 8:00:00 AM;280;12/20/2018, 8:00:00 AM;3.9
12/20/2018, 10:00:00 AM;280;12/20/2018, 10:00:00 AM;4
12/20/2018, 2:00:00 PM;304;12/20/2018, 2:00:00 PM;3.8
12/20/2018, 4:00:00 PM;281;12/20/2018, 4:00:00 PM;3.9
12/20/2018, 6:00:00 PM;285;12/20/2018, 6:00:00 PM;3.8
12/20/2018, 10:00:00 PM;292;12/20/2018, 10:00:00 PM;3.9
12/21/2018, 12:00:00 AM;303;12/21/2018, 12:00:00 AM;3.8
12/21/2018, 2:00:00 AM;236;12/21/2018, 2:00:00 AM;5
12/21/2018, 4:00:00 AM;276;12/21/2018, 4:00:00 AM;3.9
12/21/2018, 6:00:00 AM;290;12/21/2018, 6:00:00 AM;3.9
12/21/2018, 8:00:00 AM;299;12/21/2018, 8:00:00 AM;3.6
12/21/2018, 10:00:00 AM;281;12/21/2018, 10:00:00 AM;3.8
12/21/2018, 4:00:00 PM;296;12/21/2018, 4:00:00 PM;3.9
12/22/2018, 12:00:00 AM;296;12/22/2018, 12:00:00 AM;3.8
12/22/2018, 1:59:00 AM;228;12/22/2018, 1:59:00 AM;5.3
12/22/2018, 4:00:00 AM;279;12/22/2018, 4:00:00 AM;3.9
12/22/2018, 8:00:00 AM;302;12/22/2018, 8:00:00 AM;3.9
12/22/2018, 4:00:00 PM;294;12/22/2018, 4:00:00 PM;3.8
12/22/2018, 8:00:00 PM;296;12/22/2018, 8:00:00 PM;3.9
12/22/2018, 10:00:00 PM;272;12/22/2018, 10:00:00 PM;4
12/23/2018, 12:00:00 AM;301;12/23/2018, 12:00:00 AM;3.8
12/23/2018, 2:00:00 AM;239;12/23/2018, 2:00:00 AM;5
12/23/2018, 4:00:00 AM;273;12/23/2018, 4:00:00 AM;3.8
12/23/2018, 6:00:00 AM;294;12/23/2018, 6:00:00 AM;3.9
12/23/2018, 8:00:00 AM;298;12/23/2018, 8:00:00 AM;3.9
12/23/2018, 10:00:00 AM;278;12/23/2018, 10:00:00 AM;4
12/23/2018, 4:00:00 PM;298;12/23/2018, 4:00:00 PM;3.9
12/23/2018, 10:00:00 PM;310;12/23/2018, 10:00:00 PM;3.9
12/24/2018, 12:00:00 AM;285;12/24/2018, 12:00:00 AM;4
12/24/2018, 2:00:00 AM;260;12/24/2018, 2:00:00 AM;5
12/24/2018, 4:00:00 AM;278;12/24/2018, 4:00:00 AM;3.8
12/24/2018, 6:00:00 AM;289;12/24/2018, 6:00:00 AM;3.9
12/24/2018, 10:00:00 AM;283;12/24/2018, 10:00:00 AM;3.9
12/24/2018, 10:00:00 PM;302;12/24/2018, 10:00:00 PM;3.9
12/25/2018, 12:00:00 AM;297;12/25/2018, 12:00:00 AM;3.9
12/25/2018, 2:00:00 AM;249;12/25/2018, 2:00:00 AM;4.9
12/25/2018, 4:00:00 AM;283;12/25/2018, 4:00:00 AM;3.8
12/25/2018, 6:00:00 AM;284;12/25/2018, 6:00:00 AM;3.8
12/25/2018, 8:00:00 AM;299;12/25/2018, 8:00:00 AM;3.8
12/25/2018, 10:00:00 AM;284;12/25/2018, 10:00:00 AM;4
12/25/2018, 12:00:00 PM;277;12/25/2018, 12:00:00 PM;3.9
12/25/2018, 4:00:00 PM;294;12/25/2018, 4:00:00 PM;3.9
12/25/2018, 6:00:00 PM;276;12/25/2018, 6:00:00 PM;4
12/25/2018, 8:00:00 PM;284;12/25/2018, 8:00:00 PM;3.9
12/25/2018, 10:00:00 PM;295;12/25/2018, 10:00:00 PM;3.9
12/26/2018, 12:00:00 AM;276;12/26/2018, 12:00:00 AM;4
12/26/2018, 2:00:00 AM;242;12/26/2018, 2:00:00 AM;4.9
12/26/2018, 4:00:00 AM;279;12/26/2018, 4:00:00 AM;3.9
12/26/2018, 6:00:00 AM;280;12/26/2018, 6:00:00 AM;3.9
12/26/2018, 8:00:00 AM;298;12/26/2018, 8:00:00 AM;3.8
12/26/2018, 10:00:00 AM;277;12/26/2018, 10:00:00 AM;3.9
12/26/2018, 12:00:00 PM;272;12/26/2018, 12:00:00 PM;3.9
12/26/2018, 4:00:00 PM;281;12/26/2018, 4:00:00 PM;3.8
12/26/2018, 8:00:00 PM;278;12/26/2018, 8:00:00 PM;4
12/26/2018, 10:00:00 PM;283;12/26/2018, 10:00:00 PM;3.9
12/27/2018, 12:00:00 AM;265;12/27/2018, 12:00:00 AM;3.9
12/27/2018, 2:01:00 AM;263;12/27/2018, 2:01:00 AM;5
12/27/2018, 4:00:00 AM;278;12/27/2018, 4:00:00 AM;3.9
12/27/2018, 5:59:00 AM;287;12/27/2018, 5:59:00 AM;3.8
12/27/2018, 8:02:00 AM;272;12/27/2018, 8:02:00 AM;4
12/27/2018, 10:00:00 AM;278;12/27/2018, 10:00:00 AM;3.9
12/27/2018, 12:00:00 PM;287;12/27/2018, 12:00:00 PM;3.8
12/27/2018, 2:00:00 PM;272;12/27/2018, 2:00:00 PM;4
12/27/2018, 4:00:00 PM;275;12/27/2018, 4:00:00 PM;4
12/27/2018, 6:00:00 PM;291;12/27/2018, 6:00:00 PM;3.8
12/27/2018, 8:00:00 PM;253;12/27/2018, 8:00:00 PM;4.1
12/27/2018, 10:00:00 PM;267;12/27/2018, 10:00:00 PM;4.2
12/28/2018, 12:00:00 AM;294;12/28/2018, 12:00:00 AM;3.8
12/28/2018, 2:00:00 AM;312;12/28/2018, 2:00:00 AM;4.1
12/28/2018, 4:00:00 AM;232;12/28/2018, 4:00:00 AM;4.9
12/28/2018, 6:00:00 AM;273;12/28/2018, 6:00:00 AM;4
12/28/2018, 7:58:00 AM;283;12/28/2018, 7:58:00 AM;3.9
12/28/2018, 10:00:00 AM;286;12/28/2018, 10:00:00 AM;3.8
12/28/2018, 12:00:00 PM;268;12/28/2018, 12:00:00 PM;3.9
12/28/2018, 2:00:00 PM;277;12/28/2018, 2:00:00 PM;3.9
12/28/2018, 4:00:00 PM;287;12/28/2018, 4:00:00 PM;3.8
12/28/2018, 6:00:00 PM;263;12/28/2018, 6:00:00 PM;3.8
12/28/2018, 8:00:00 PM;271;12/28/2018, 8:00:00 PM;4
12/28/2018, 10:00:00 PM;289;12/28/2018, 10:00:00 PM;4
12/29/2018, 12:00:00 AM;264;12/29/2018, 12:00:00 AM;4
12/29/2018, 2:00:00 AM;307;12/29/2018, 2:00:00 AM;4.2
12/29/2018, 4:00:00 AM;236;12/29/2018, 4:00:00 AM;4.8
12/29/2018, 6:00:00 AM;254;12/29/2018, 6:00:00 AM;4
12/29/2018, 8:00:00 AM;276;12/29/2018, 8:00:00 AM;4
12/29/2018, 10:00:00 AM;267;12/29/2018, 10:00:00 AM;4
12/29/2018, 12:00:00 PM;248;12/29/2018, 12:00:00 PM;4.1
12/29/2018, 2:00:00 PM;280;12/29/2018, 2:00:00 PM;4
12/29/2018, 4:00:00 PM;279;12/29/2018, 4:00:00 PM;3.9
12/29/2018, 6:00:00 PM;265;12/29/2018, 6:00:00 PM;3.9
12/30/2018, 12:00:00 AM;291;12/30/2018, 12:00:00 AM;3.9
12/30/2018, 2:00:00 AM;235;12/30/2018, 2:00:00 AM;5.1
12/30/2018, 4:00:00 AM;272;12/30/2018, 4:00:00 AM;3.9
12/30/2018, 6:00:00 AM;290;12/30/2018, 6:00:00 AM;3.9
12/30/2018, 8:00:00 AM;264;12/30/2018, 8:00:00 AM;4.1
12/30/2018, 10:00:00 AM;282;12/30/2018, 10:00:00 AM;4
12/30/2018, 3:59:00 PM;286;12/30/2018, 3:59:00 PM;3.9
12/31/2018, 2:00:00 AM;266;12/31/2018, 2:00:00 AM;4.9
12/31/2018, 4:00:00 AM;272;12/31/2018, 4:00:00 AM;3.9
12/31/2018, 6:00:00 AM;298;12/31/2018, 6:00:00 AM;3.9
12/31/2018, 12:00:00 PM;293;12/31/2018, 12:00:00 PM;3.8
12/31/2018, 4:00:00 PM;294;12/31/2018, 4:00:00 PM;3.8
12/31/2018, 8:00:00 PM;284;12/31/2018, 8:00:00 PM;3.9
1/1/2019, 12:00:00 AM;293;1/1/2019, 12:00:00 AM;3.8
1/1/2019, 2:00:00 AM;245;1/1/2019, 2:00:00 AM;4.8
1/1/2019, 4:00:00 AM;277;1/1/2019, 4:00:00 AM;4
1/1/2019, 6:00:00 AM;292;1/1/2019, 6:00:00 AM;3.9
1/1/2019, 10:00:00 AM;284;1/1/2019, 10:00:00 AM;4
1/1/2019, 12:00:00 PM;287;1/1/2019, 12:00:00 PM;4
1/1/2019, 3:59:00 PM;311;1/1/2019, 3:59:00 PM;3.7
1/1/2019, 6:01:00 PM;287;1/1/2019, 6:01:00 PM;3.8
1/1/2019, 7:59:00 PM;287;1/1/2019, 7:59:00 PM;3.9
1/1/2019, 10:01:00 PM;303;1/1/2019, 10:01:00 PM;3.9
1/2/2019, 12:00:00 AM;288;1/2/2019, 12:00:00 AM;3.9
1/2/2019, 2:01:00 AM;285;1/2/2019, 2:01:00 AM;3.8
1/2/2019, 4:00:00 AM;273;1/2/2019, 4:00:00 AM;3.8
1/2/2019, 6:00:00 AM;286;1/2/2019, 6:00:00 AM;3.9
1/2/2019, 7:58:00 AM;284;1/2/2019, 7:58:00 AM;3.9
1/2/2019, 10:00:00 AM;271;1/2/2019, 10:00:00 AM;3.9
1/2/2019, 12:01:00 PM;286;1/2/2019, 12:01:00 PM;3.9
1/2/2019, 1:59:00 PM;286;1/2/2019, 1:59:00 PM;4
1/2/2019, 4:01:00 PM;273;1/2/2019, 4:01:00 PM;4
1/2/2019, 6:01:00 PM;287;1/2/2019, 6:01:00 PM;3.8
1/2/2019, 7:59:00 PM;286;1/2/2019, 7:59:00 PM;3.9
1/2/2019, 10:00:00 PM;273;1/2/2019, 10:00:00 PM;4
1/3/2019, 12:00:00 AM;287;1/3/2019, 12:00:00 AM;4
1/3/2019, 2:00:00 AM;247;1/3/2019, 2:00:00 AM;4.9
1/3/2019, 4:00:00 AM;280;1/3/2019, 4:00:00 AM;4
1/3/2019, 6:00:00 AM;289;1/3/2019, 6:00:00 AM;4
1/3/2019, 8:01:00 AM;293;1/3/2019, 8:01:00 AM;3.8
1/3/2019, 10:00:00 AM;281;1/3/2019, 10:00:00 AM;3.9
1/3/2019, 12:00:00 PM;282;1/3/2019, 12:00:00 PM;4.1
1/3/2019, 4:00:00 PM;286;1/3/2019, 4:00:00 PM;4.1
1/3/2019, 6:00:00 PM;282;1/3/2019, 6:00:00 PM;3.8
1/3/2019, 8:00:00 PM;270;1/3/2019, 8:00:00 PM;4
1/3/2019, 10:00:00 PM;287;1/3/2019, 10:00:00 PM;3.9
1/4/2019, 12:00:00 AM;289;1/4/2019, 12:00:00 AM;3.9
1/4/2019, 2:00:00 AM;276;1/4/2019, 2:00:00 AM;3.9
1/4/2019, 4:00:00 AM;288;1/4/2019, 4:00:00 AM;3.9
1/4/2019, 6:00:00 AM;290;1/4/2019, 6:00:00 AM;3.8
1/4/2019, 8:00:00 AM;280;1/4/2019, 8:00:00 AM;4
1/4/2019, 10:00:00 AM;285;1/4/2019, 10:00:00 AM;3.8
1/4/2019, 12:00:00 PM;291;1/4/2019, 12:00:00 PM;3.7
1/4/2019, 2:00:00 PM;278;1/4/2019, 2:00:00 PM;3.8
1/4/2019, 4:00:00 PM;284;1/4/2019, 4:00:00 PM;3.8
1/4/2019, 6:00:00 PM;290;1/4/2019, 6:00:00 PM;3.8
1/4/2019, 8:00:00 PM;279;1/4/2019, 8:00:00 PM;3.9
1/4/2019, 9:59:00 PM;279;1/4/2019, 9:59:00 PM;4
1/5/2019, 2:00:00 AM;247;1/5/2019, 2:00:00 AM;4.7
1/5/2019, 6:00:00 AM;281;1/5/2019, 6:00:00 AM;4
1/5/2019, 8:00:00 AM;281;1/5/2019, 8:00:00 AM;4
1/5/2019, 10:00:00 AM;257;1/5/2019, 10:00:00 AM;4
1/5/2019, 12:00:00 PM;279;1/5/2019, 12:00:00 PM;3.9
1/5/2019, 8:00:00 PM;286;1/5/2019, 8:00:00 PM;3.9
1/5/2019, 10:00:00 PM;284;1/5/2019, 10:00:00 PM;3.8
1/6/2019, 12:00:00 AM;263;1/6/2019, 12:00:00 AM;3.9
1/6/2019, 2:00:00 AM;344;1/6/2019, 2:00:00 AM;4.1
1/6/2019, 4:00:00 AM;237;1/6/2019, 4:00:00 AM;4.7
1/6/2019, 6:00:00 AM;268;1/6/2019, 6:00:00 AM;3.9
1/6/2019, 8:00:00 AM;284;1/6/2019, 8:00:00 AM;3.9
1/6/2019, 10:00:00 AM;344;1/6/2019, 10:00:00 AM;3.8
1/6/2019, 12:00:00 PM;284;1/6/2019, 12:00:00 PM;4.8
1/6/2019, 2:00:00 PM;234;1/6/2019, 2:00:00 PM;4.8
1/6/2019, 4:00:00 PM;297;1/6/2019, 4:00:00 PM;3.9
1/6/2019, 6:00:00 PM;273;1/6/2019, 6:00:00 PM;3.9
1/7/2019, 12:00:00 AM;283;1/7/2019, 12:00:00 AM;4
1/7/2019, 12:40:57 AM;275;1/7/2019, 12:40:57 AM;4
1/7/2019, 2:00:00 AM;201;1/7/2019, 2:00:00 AM;6.1
1/7/2019, 4:00:00 AM;278;1/7/2019, 4:00:00 AM;3.9
1/7/2019, 6:00:00 AM;294;1/7/2019, 6:00:00 AM;3.8
1/7/2019, 8:00:00 AM;272;1/7/2019, 8:00:00 AM;3.9
1/7/2019, 10:00:00 AM;278;1/7/2019, 10:00:00 AM;4
1/7/2019, 12:00:00 PM;283;1/7/2019, 12:00:00 PM;3.8
1/7/2019, 2:00:00 PM;263;1/7/2019, 2:00:00 PM;3.9
1/7/2019, 4:00:00 PM;280;1/7/2019, 4:00:00 PM;4
1/7/2019, 10:00:00 PM;284;1/7/2019, 10:00:00 PM;4
1/8/2019, 12:00:00 AM;294;1/8/2019, 12:00:00 AM;3.9
1/8/2019, 2:00:00 AM;305;1/8/2019, 2:00:00 AM;4.2
1/8/2019, 4:00:00 AM;236;1/8/2019, 4:00:00 AM;4.8
1/8/2019, 6:00:00 AM;273;1/8/2019, 6:00:00 AM;4
1/8/2019, 7:59:00 AM;284;1/8/2019, 7:59:00 AM;3.9
1/8/2019, 10:00:00 AM;287;1/8/2019, 10:00:00 AM;3.9
1/8/2019, 12:00:00 PM;269;1/8/2019, 12:00:00 PM;4
1/8/2019, 2:00:00 PM;274;1/8/2019, 2:00:00 PM;4.1
1/8/2019, 6:01:00 PM;295;1/8/2019, 6:01:00 PM;3.8
1/8/2019, 7:59:00 PM;227;1/8/2019, 7:59:00 PM;5.4
1/8/2019, 10:00:00 PM;266;1/8/2019, 10:00:00 PM;3.8
1/9/2019, 12:00:00 AM;289;1/9/2019, 12:00:00 AM;3.9
1/9/2019, 2:00:00 AM;294;1/9/2019, 2:00:00 AM;3.7
1/9/2019, 4:00:00 AM;285;1/9/2019, 4:00:00 AM;3.9
1/9/2019, 6:00:00 AM;282;1/9/2019, 6:00:00 AM;3.9
1/9/2019, 8:01:00 AM;263;1/9/2019, 8:01:00 AM;4
1/9/2019, 10:00:00 AM;283;1/9/2019, 10:00:00 AM;3.9
1/9/2019, 12:00:00 PM;274;1/9/2019, 12:00:00 PM;4.1
1/9/2019, 6:00:00 PM;290;1/9/2019, 6:00:00 PM;3.9
1/9/2019, 8:00:00 PM;285;1/9/2019, 8:00:00 PM;3.9
1/9/2019, 10:00:00 PM;237;1/9/2019, 10:00:00 PM;4
1/10/2019, 12:00:00 AM;288;1/10/2019, 12:00:00 AM;4
1/10/2019, 2:00:00 AM;253;1/10/2019, 2:00:00 AM;5
1/10/2019, 4:00:00 AM;277;1/10/2019, 4:00:00 AM;3.9
1/10/2019, 6:00:00 AM;286;1/10/2019, 6:00:00 AM;3.9
1/10/2019, 8:00:00 AM;272;1/10/2019, 8:00:00 AM;3.9
1/10/2019, 10:00:00 AM;284;1/10/2019, 10:00:00 AM;3.9
1/10/2019, 12:00:00 PM;288;1/10/2019, 12:00:00 PM;3.8
1/10/2019, 2:00:00 PM;274;1/10/2019, 2:00:00 PM;3.9
1/10/2019, 4:00:00 PM;283;1/10/2019, 4:00:00 PM;3.9
1/10/2019, 6:00:00 PM;281;1/10/2019, 6:00:00 PM;3.7
1/10/2019, 8:00:00 PM;290;1/10/2019, 8:00:00 PM;4.7
1/10/2019, 10:00:00 PM;260;1/10/2019, 10:00:00 PM;4.3
1/11/2019, 12:00:00 AM;296;1/11/2019, 12:00:00 AM;3.9
1/11/2019, 2:00:00 AM;243;1/11/2019, 2:00:00 AM;4.7
1/11/2019, 4:00:00 AM;276;1/11/2019, 4:00:00 AM;3.8
1/11/2019, 6:00:00 AM;278;1/11/2019, 6:00:00 AM;3.9
1/11/2019, 8:00:00 AM;289;1/11/2019, 8:00:00 AM;3.9
1/11/2019, 10:00:00 AM;277;1/11/2019, 10:00:00 AM;3.9
1/11/2019, 12:00:00 PM;250;1/11/2019, 12:00:00 PM;4.8
1/11/2019, 2:00:00 PM;252;1/11/2019, 2:00:00 PM;4.4
1/11/2019, 4:00:00 PM;293;1/11/2019, 4:00:00 PM;3.9
1/11/2019, 6:00:00 PM;269;1/11/2019, 6:00:00 PM;4
1/11/2019, 10:07:00 PM;295;1/11/2019, 10:07:00 PM;3.9
1/12/2019, 12:00:00 AM;274;1/12/2019, 12:00:00 AM;4
1/12/2019, 2:00:00 AM;250;1/12/2019, 2:00:00 AM;4.6
1/12/2019, 4:00:00 AM;299;1/12/2019, 4:00:00 AM;4
1/12/2019, 6:00:00 AM;285;1/12/2019, 6:00:00 AM;4.1
1/12/2019, 8:01:00 AM;271;1/12/2019, 8:01:00 AM;4
1/12/2019, 12:00:00 PM;276;1/12/2019, 12:00:00 PM;4
1/12/2019, 2:00:00 PM;333;1/12/2019, 2:00:00 PM;3.5
1/12/2019, 4:00:00 PM;284;1/12/2019, 4:00:00 PM;4.8
1/12/2019, 6:00:00 PM;177;1/12/2019, 6:00:00 PM;6.3
1/12/2019, 10:00:00 PM;304;1/12/2019, 10:00:00 PM;3.9
1/13/2019, 12:00:00 AM;285;1/13/2019, 12:00:00 AM;4
1/13/2019, 2:00:00 AM;254;1/13/2019, 2:00:00 AM;4.6
1/13/2019, 6:00:00 AM;284;1/13/2019, 6:00:00 AM;4
1/13/2019, 3:33:00 PM;287;1/13/2019, 3:33:00 PM;3.8
1/13/2019, 4:00:00 PM;269;1/13/2019, 4:00:00 PM;3.9
1/13/2019, 6:00:00 PM;287;1/13/2019, 6:00:00 PM;3.8
1/14/2019, 12:00:00 AM;291;1/14/2019, 12:00:00 AM;3.8
1/14/2019, 2:00:00 AM;330;1/14/2019, 2:00:00 AM;4.1
1/14/2019, 4:00:00 AM;233;1/14/2019, 4:00:00 AM;4.9
1/14/2019, 6:00:00 AM;263;1/14/2019, 6:00:00 AM;4
1/14/2019, 8:00:00 AM;292;1/14/2019, 8:00:00 AM;3.9
1/14/2019, 10:00:00 AM;279;1/14/2019, 10:00:00 AM;4
1/14/2019, 12:00:00 PM;268;1/14/2019, 12:00:00 PM;4.1
1/14/2019, 8:00:00 PM;301;1/14/2019, 8:00:00 PM;3.7
1/14/2019, 10:00:00 PM;298;1/14/2019, 10:00:00 PM;4.4
1/15/2019, 12:00:00 AM;244;1/15/2019, 12:00:00 AM;4.6
1/15/2019, 2:00:00 AM;298;1/15/2019, 2:00:00 AM;3.7
1/15/2019, 4:00:00 AM;281;1/15/2019, 4:00:00 AM;3.9
1/15/2019, 6:00:00 AM;283;1/15/2019, 6:00:00 AM;3.9
1/15/2019, 10:00:00 AM;280;1/15/2019, 10:00:00 AM;3.8
1/15/2019, 12:00:00 PM;284;1/15/2019, 12:00:00 PM;3.8
1/15/2019, 2:00:00 PM;295;1/15/2019, 2:00:00 PM;3.8
1/15/2019, 4:00:00 PM;277;1/15/2019, 4:00:00 PM;3.8
1/15/2019, 6:00:00 PM;281;1/15/2019, 6:00:00 PM;3.8
1/15/2019, 10:00:00 PM;282;1/15/2019, 10:00:00 PM;4
1/16/2019, 12:00:00 AM;298;1/16/2019, 12:00:00 AM;3.8
1/16/2019, 2:00:00 AM;232;1/16/2019, 2:00:00 AM;5.1
1/16/2019, 4:00:00 AM;273;1/16/2019, 4:00:00 AM;3.9
1/16/2019, 6:00:00 AM;287;1/16/2019, 6:00:00 AM;3.9
1/16/2019, 8:00:00 AM;300;1/16/2019, 8:00:00 AM;3.8
1/16/2019, 10:00:00 AM;277;1/16/2019, 10:00:00 AM;3.9
1/16/2019, 12:00:00 PM;278;1/16/2019, 12:00:00 PM;3.9
1/16/2019, 2:00:00 PM;280;1/16/2019, 2:00:00 PM;3.8
1/16/2019, 4:00:00 PM;309;1/16/2019, 4:00:00 PM;4.4
1/16/2019, 6:00:00 PM;238;1/16/2019, 6:00:00 PM;4.6
1/16/2019, 8:00:00 PM;293;1/16/2019, 8:00:00 PM;3.7
1/16/2019, 10:00:00 PM;281;1/16/2019, 10:00:00 PM;3.8
1/17/2019, 12:00:00 AM;281;1/17/2019, 12:00:00 AM;3.9
1/17/2019, 2:00:00 AM;212;1/17/2019, 2:00:00 AM;5.4
1/17/2019, 4:00:00 AM;273;1/17/2019, 4:00:00 AM;3.9
1/17/2019, 6:00:00 AM;287;1/17/2019, 6:00:00 AM;3.9
1/17/2019, 8:00:00 AM;263;1/17/2019, 8:00:00 AM;4
1/17/2019, 10:00:00 AM;279;1/17/2019, 10:00:00 AM;3.9
1/17/2019, 12:00:00 PM;283;1/17/2019, 12:00:00 PM;4
1/17/2019, 2:00:00 PM;267;1/17/2019, 2:00:00 PM;4
1/17/2019, 3:59:00 PM;276;1/17/2019, 3:59:00 PM;4
1/17/2019, 6:00:00 PM;297;1/17/2019, 6:00:00 PM;3.7
1/17/2019, 8:00:00 PM;280;1/17/2019, 8:00:00 PM;3.9
1/17/2019, 10:00:00 PM;285;1/17/2019, 10:00:00 PM;3.9
1/18/2019, 12:00:00 AM;274;1/18/2019, 12:00:00 AM;3.9
1/18/2019, 2:00:00 AM;272;1/18/2019, 2:00:00 AM;4.8
1/18/2019, 4:00:00 AM;268;1/18/2019, 4:00:00 AM;4.2
1/18/2019, 6:00:00 AM;287;1/18/2019, 6:00:00 AM;3.9
1/18/2019, 8:00:00 AM;275;1/18/2019, 8:00:00 AM;4
1/18/2019, 10:00:00 AM;282;1/18/2019, 10:00:00 AM;3.9
1/18/2019, 2:00:00 PM;269;1/18/2019, 2:00:00 PM;4.1
1/18/2019, 4:00:00 PM;280;1/18/2019, 4:00:00 PM;4
1/18/2019, 6:00:00 PM;240;1/18/2019, 6:00:00 PM;5.1
1/18/2019, 8:00:00 PM;265;1/18/2019, 8:00:00 PM;4
1/18/2019, 10:00:00 PM;280;1/18/2019, 10:00:00 PM;4
1/19/2019, 12:00:00 AM;266;1/19/2019, 12:00:00 AM;3.9
1/19/2019, 2:00:00 AM;282;1/19/2019, 2:00:00 AM;3.8
1/19/2019, 4:00:00 AM;284;1/19/2019, 4:00:00 AM;3.9
1/19/2019, 6:00:00 AM;271;1/19/2019, 6:00:00 AM;4
1/19/2019, 8:00:00 AM;275;1/19/2019, 8:00:00 AM;4
1/19/2019, 10:00:00 AM;284;1/19/2019, 10:00:00 AM;3.9
1/19/2019, 12:00:00 PM;268;1/19/2019, 12:00:00 PM;4
1/19/2019, 2:00:00 PM;280;1/19/2019, 2:00:00 PM;4.1
1/19/2019, 8:00:00 PM;288;1/19/2019, 8:00:00 PM;3.9
1/19/2019, 10:00:00 PM;274;1/19/2019, 10:00:00 PM;3.9
1/20/2019, 12:00:00 AM;287;1/20/2019, 12:00:00 AM;3.8
1/20/2019, 2:00:00 AM;288;1/20/2019, 2:00:00 AM;4.3
1/20/2019, 4:00:00 AM;240;1/20/2019, 4:00:00 AM;4.6
1/20/2019, 6:00:00 AM;274;1/20/2019, 6:00:00 AM;3.9
1/20/2019, 8:00:00 AM;274;1/20/2019, 8:00:00 AM;3.9
1/20/2019, 10:00:00 AM;280;1/20/2019, 10:00:00 AM;3.9
1/20/2019, 12:00:00 PM;265;1/20/2019, 12:00:00 PM;4.1
1/20/2019, 4:00:00 PM;295;1/20/2019, 4:00:00 PM;3.9
1/20/2019, 6:00:00 PM;275;1/20/2019, 6:00:00 PM;3.9
1/20/2019, 8:00:00 PM;289;1/20/2019, 8:00:00 PM;3.9
1/20/2019, 10:00:00 PM;297;1/20/2019, 10:00:00 PM;3.8
